sRNA	mRNA	IntaRNA_Score	Class
isar1	slr0732	0.3499	0
isar1	slr1595	0.3499	0
psrr1	sll0321	0.3499	0
psrr1	sll0843	0.3499	0
psrr1	slr1270	0.3499	0
psrr1	slr1923	0.3499	0
psrr1	slr1935	0.3499	0
isar1	sll1532	0.34843	0
isar1	slr0443	0.34843	0
isar1	slr1074	0.34843	0
isar1	slr1195	0.34843	0
isar1	slr1924	0.34843	0
psrr1	sll0289	0.34843	0
psrr1	sll0860	0.34843	0
psrr1	slr1365	0.34843	0
psrr1	slr1455	0.34843	0
isar1	sll0398	0.34696	0
isar1	sll0635	0.34696	0
isar1	sll0876	0.34696	0
isar1	sll1667	0.34696	0
isar1	sll1764	0.34696	0
isar1	slr0833	0.34696	0
isar1	slr0953	0.34696	0
psrr1	slr0610	0.34696	0
isar1	sll0421	0.34549	0
isar1	sll1118	0.34549	0
isar1	sll1362	0.34549	0
isar1	sll1783	0.34549	0
isar1	slr1099	0.34549	0
isar1	ssl1255	0.34549	0
psrr1	slr0374	0.34549	0
psrr1	slr0643	0.34549	0
psrr1	slr1074	0.34549	0
psrr1	slr1176	0.34549	0
psrr1	slr1573	0.34549	0
psrr1	slr1660	0.34549	0
psrr1	slr1900	0.34549	0
psrr1	slr2047	0.34549	0
isar1	sll0687	0.34403	0
isar1	sll1104	0.34403	0
isar1	sll1112	0.34403	0
isar1	slr0467	0.34403	0
psrr1	sll0260	0.34403	0
psrr1	sll0846	0.34403	0
psrr1	sll0921	0.34403	0
psrr1	sll1112	0.34403	0
psrr1	slr2120	0.34403	0
isar1	sll1521	0.34256	0
isar1	sll1524	0.34256	0
isar1	slr0636	0.34256	0
isar1	slr0708	0.34256	0
psrr1	sll1399	0.34256	0
psrr1	sll1488	0.34256	0
psrr1	sll1629	0.34256	0
psrr1	slr0334	0.34256	0
psrr1	slr0870	0.34256	0
psrr1	slr1461	0.34256	0
isar1	sll0487	0.3411	0
isar1	sll1091	0.3411	0
isar1	sll1681	0.3411	0
isar1	sll1708	0.3411	0
isar1	slr0734	0.3411	0
isar1	slr1334	0.3411	0
isar1	slr1928	0.3411	0
psrr1	sll1398	0.3411	0
psrr1	sll1552	0.3411	0
psrr1	slr0491	0.3411	0
psrr1	slr0773	0.3411	0
psrr1	slr0967	0.3411	0
isar1	sll0522	0.33964	0
isar1	sll0782	0.33964	0
isar1	sll1077	0.33964	0
isar1	sll1241	0.33964	0
isar1	sll1432	0.33964	0
isar1	sll1872	0.33964	0
isar1	slr0505	0.33964	0
isar1	slr0921	0.33964	0
isar1	ssr3410	0.33964	0
psrr1	slr0598	0.33964	0
psrr1	slr0731	0.33964	0
isar1	sll0611	0.33817	0
isar1	sll0754	0.33817	0
isar1	sll1247	0.33817	0
isar1	slr0580	0.33817	0
isar1	slr0667	0.33817	0
isar1	slr1214	0.33817	0
isar1	slr1773	0.33817	0
psrr1	sll0092	0.33817	0
psrr1	sll0401	0.33817	0
psrr1	slr0905	0.33817	0
psrr1	ssr0692	0.33817	0
psrr1	ssr2333	0.33817	0
isar1	sll0812	0.33671	0
isar1	slr0237	0.33671	0
isar1	slr1840	0.33671	0
psrr1	sll0312	0.33671	0
psrr1	sll0779	0.33671	0
psrr1	slr1751	0.33671	0
psrr1	slr1926	0.33671	0
isar1	sll0084	0.33526	0
isar1	sll0181	0.33526	0
isar1	sll1300	0.33526	0
isar1	slr0111	0.33526	0
isar1	slr0147	0.33526	0
psrr1	sll0709	0.33526	0
psrr1	sll0766	0.33526	0
psrr1	sll1226	0.33526	0
psrr1	sll1511	0.33526	0
psrr1	slr0111	0.33526	0
psrr1	slr0157	0.33526	0
psrr1	slr0217	0.33526	0
psrr1	slr0941	0.33526	0
psrr1	slr1616	0.33526	0
isar1	sll0219	0.3338	0
isar1	sll1988	0.3338	0
isar1	slr0544	0.3338	0
isar1	slr0594	0.3338	0
isar1	slr1400	0.3338	0
isar1	slr1586	0.3338	0
isar1	ssr2799	0.3338	0
psrr1	sll0301	0.3338	0
psrr1	sll0421	0.3338	0
psrr1	sll0521	0.3338	0
psrr1	sll1045	0.3338	0
psrr1	slr1281	0.3338	0
isar1	sll0250	0.33234	0
isar1	sll0994	0.33234	0
isar1	slr0926	0.33234	0
psrr1	sll0778	0.33234	0
psrr1	sll0814	0.33234	0
psrr1	sll1159	0.33234	0
psrr1	sll1692	0.33234	0
psrr1	sll1737	0.33234	0
psrr1	ssr1698	0.33234	0
isar1	sll0265	0.33089	0
isar1	sll1082	0.33089	0
isar1	sll1806	0.33089	0
isar1	slr0513	0.33089	0
psrr1	sll0293	0.33089	0
psrr1	sll0896	0.33089	0
psrr1	sll1677	0.33089	0
psrr1	slr1677	0.33089	0
isar1	sll0418	0.32943	0
isar1	sll1444	0.32943	0
isar1	sll1652	0.32943	0
isar1	slr1652	0.32943	0
psrr1	sll0575	0.32943	0
psrr1	sll1432	0.32943	0
psrr1	sll1443	0.32943	0
psrr1	slr1876	0.32943	0
isar1	sll0146	0.32798	0
isar1	slr0477	0.32798	0
isar1	slr0711	0.32798	0
isar1	slr1909	0.32798	0
psrr1	sll1924	0.32798	0
psrr1	slr0748	0.32798	0
isar1	sll1027	0.32653	0
isar1	slr1068	0.32653	0
isar1	slr1143	0.32653	0
psrr1	sll0408	0.32653	0
psrr1	slr0109	0.32653	0
psrr1	slr0356	0.32653	0
psrr1	slr0724	0.32653	0
psrr1	slr1186	0.32653	0
psrr1	ssr2201	0.32653	0
isar1	sll0553	0.32508	0
isar1	sll1609	0.32508	0
isar1	sll1724	0.32508	0
isar1	slr1544	0.32508	0
isar1	ssl3382	0.32508	0
psrr1	sll1054	0.32508	0
psrr1	slr0919	0.32508	0
psrr1	slr1353	0.32508	0
psrr1	slr1853	0.32508	0
psrr1	ssr1407	0.32508	0
isar1	sll0373	0.32364	0
isar1	sll1631	0.32364	0
isar1	slr0244	0.32364	0
isar1	slr1415	0.32364	0
psrr1	sll1155	0.32364	0
psrr1	slr0737	0.32364	0
psrr1	slr0770	0.32364	0
psrr1	slr1383	0.32364	0
psrr1	slr1693	0.32364	0
isar1	sll0793	0.32219	0
isar1	sll1095	0.32219	0
isar1	sll1162	0.32219	0
isar1	sll1425	0.32219	0
isar1	sll1757	0.32219	0
isar1	slr1666	0.32219	0
isar1	slr2120	0.32219	0
psrr1	sll0640	0.32219	0
psrr1	sll0780	0.32219	0
psrr1	sll1220	0.32219	0
psrr1	sll1623	0.32219	0
psrr1	slr0009	0.32219	0
psrr1	slr0032	0.32219	0
psrr1	slr0575	0.32219	0
psrr1	slr0978	0.32219	0
psrr1	slr1137	0.32219	0
isar1	slr1534	0.32075	0
isar1	sll0420	0.31931	0
isar1	slr0795	0.31931	0
isar1	slr1719	0.31931	0
psrr1	sll0069	0.31931	0
psrr1	sll1382	0.31931	0
psrr1	sll1740	0.31931	0
psrr1	slr0606	0.31931	0
psrr1	ssl2982	0.31931	0
isar1	slr0799	0.31786	0
isar1	slr0823	0.31786	0
isar1	slr1105	0.31786	0
isar1	slr1263	0.31786	0
isar1	slr1441	0.31786	0
isar1	slr1474	0.31786	0
isar1	ssl1520	0.31786	0
isar1	ssr3300	0.31786	0
psrr1	sll0019	0.31786	0
psrr1	slr0947	0.31786	0
psrr1	ssl0787	0.31786	0
isar1	sll0208	0.31643	0
isar1	sll0462	0.31643	0
isar1	sll1556	0.31643	0
isar1	sll1572	0.31643	0
isar1	slr1022	0.31643	0
isar1	slr1053	0.31643	0
isar1	slr1742	0.31643	0
psrr1	sll1185	0.31643	0
psrr1	slr0572	0.31643	0
psrr1	slr1661	0.31643	0
psrr1	slr1957	0.31643	0
isar1	sll1958	0.31499	0
isar1	slr0320	0.31499	0
isar1	slr0810	0.31499	0
isar1	slr1344	0.31499	0
isar1	slr1520	0.31499	0
isar1	slr1708	0.31499	0
isar1	slr1847	0.31499	0
psrr1	sll1173	0.31499	0
psrr1	sll1746	0.31499	0
psrr1	slr1340	0.31499	0
isar1	sll1101	0.31355	0
isar1	sll1174	0.31355	0
isar1	slr1045	0.31355	0
isar1	slr1084	0.31355	0
isar1	slr1679	0.31355	0
isar1	slr1914	0.31355	0
psrr1	sll0023	0.31355	0
psrr1	sll0261	0.31355	0
psrr1	sll1484	0.31355	0
psrr1	slr1099	0.31355	0
psrr1	ssr2711	0.31355	0
isar1	sll0248	0.31212	0
isar1	sll0498	0.31212	0
isar1	sll0902	0.31212	0
isar1	slr0110	0.31212	0
isar1	slr0204	0.31212	0
isar1	slr1813	0.31212	0
isar1	ssr2699	0.31212	0
psrr1	sll0910	0.31212	0
psrr1	sll1900	0.31212	0
psrr1	sll1957	0.31212	0
psrr1	slr0974	0.31212	0
psrr1	slr1849	0.31212	0
isar1	sll1161	0.31069	0
isar1	slr0938	0.31069	0
isar1	slr1235	0.31069	0
isar1	slr1380	0.31069	0
isar1	slr1793	0.31069	0
isar1	ssl2749	0.31069	0
psrr1	sll0497	0.31069	0
psrr1	sll1863	0.31069	0
psrr1	sll1988	0.31069	0
psrr1	slr0615	0.31069	0
isar1	sll2006	0.30926	0
isar1	slr0817	0.30926	0
isar1	slr1148	0.30926	0
psrr1	slr1022	0.30926	0
isar1	sll1459	0.30783	0
isar1	sll1682	0.30783	0
isar1	sll1866	0.30783	0
isar1	slr0109	0.30783	0
isar1	slr0871	0.30783	0
isar1	slr1818	0.30783	0
psrr1	sll0201	0.30783	0
psrr1	sll0431	0.30783	0
psrr1	sll0700	0.30783	0
psrr1	sll1257	0.30783	0
psrr1	sll1397	0.30783	0
psrr1	sll1437	0.30783	0
psrr1	sll1930	0.30783	0
psrr1	sll1984	0.30783	0
psrr1	sll1998	0.30783	0
psrr1	slr0230	0.30783	0
psrr1	slr0347	0.30783	0
psrr1	slr0352	0.30783	0
psrr1	slr0581	0.30783	0
psrr1	slr0704	0.30783	0
psrr1	slr1357	0.30783	0
psrr1	slr1716	0.30783	0
psrr1	slr1784	0.30783	0
psrr1	slr1885	0.30783	0
psrr1	slr1937	0.30783	0
psrr1	slr2113	0.30783	0
isar1	sll0301	0.3064	0
isar1	sll1677	0.3064	0
isar1	slr0397	0.3064	0
isar1	slr0416	0.3064	0
isar1	slr1262	0.3064	0
psrr1	sll0495	0.3064	0
psrr1	sll0984	0.3064	0
psrr1	sll0997	0.3064	0
psrr1	slr1413	0.3064	0
psrr1	slr1550	0.3064	0
isar1	slr0007	0.30497	0
isar1	slr0306	0.30497	0
isar1	slr0392	0.30497	0
isar1	slr0905	0.30497	0
isar1	slr1699	0.30497	0
isar1	slr1771	0.30497	0
isar1	slr1951	0.30497	0
isar1	slr2079	0.30497	0
psrr1	slr0192	0.30497	0
psrr1	slr0312	0.30497	0
psrr1	slr1118	0.30497	0
psrr1	slr1266	0.30497	0
psrr1	slr1376	0.30497	0
psrr1	slr1672	0.30497	0
psrr1	slr2025	0.30497	0
psrr1	ssr3410	0.30497	0
isar1	sll0034	0.30355	0
isar1	sll0886	0.30355	0
isar1	sll1621	0.30355	0
isar1	sll1664	0.30355	0
isar1	slr0638	0.30355	0
isar1	slr0605	0.30213	0
isar1	slr1834	0.30213	1
isar1	slr1990	0.30213	0
psrr1	sll0643	0.30213	0
psrr1	sll1182	0.30213	0
psrr1	sll1306	0.30213	0
psrr1	sll1577	0.30213	0
psrr1	sll1656	0.30213	0
psrr1	slr1229	0.30213	0
isar1	sll1398	0.30071	0
isar1	sll1883	0.30071	0
isar1	slr0285	0.30071	0
isar1	slr0613	0.30071	0
psrr1	sll0088	0.30071	0
psrr1	sll0136	0.30071	0
psrr1	sll0872	0.30071	0
psrr1	slr0326	0.30071	0
psrr1	slr0496	0.30071	0
isar1	sll0410	0.29929	0
isar1	sll0875	0.29929	0
isar1	slr0535	0.29929	0
isar1	slr0618	0.29929	0
isar1	slr1409	0.29929	0
isar1	slr1584	0.29929	0
isar1	sll0019	0.29788	0
isar1	sll0711	0.29788	0
isar1	sll1282	0.29788	0
isar1	sll1333	0.29788	0
isar1	slr0238	0.29788	0
isar1	slr1660	0.29788	0
isar1	slr1980	0.29788	0
psrr1	slr0324	0.29788	0
psrr1	slr1852	0.29788	0
isar1	sll0221	0.29646	0
isar1	sll1653	0.29646	0
isar1	slr0233	0.29646	0
isar1	slr1469	0.29646	0
isar1	slr2003	0.29646	0
isar1	ssl3437	0.29646	0
psrr1	ssl2789	0.29646	0
psrr1	ssl2874	0.29646	0
isar1	sll0738	0.29505	0
isar1	sll1169	0.29505	0
isar1	sll1251	0.29505	0
isar1	sll1640	0.29505	0
isar1	slr0050	0.29505	0
isar1	slr0407	0.29505	0
isar1	ssr1951	0.29505	0
isar1	ssr2333	0.29505	0
psrr1	sll0171	0.29505	0
psrr1	sll0596	0.29505	0
psrr1	sll1019	0.29505	0
isar1	sll1374	0.29364	0
isar1	slr0077	0.29364	0
isar1	slr1090	0.29364	0
isar1	slr1550	0.29364	0
isar1	ssl0707	0.29364	0
psrr1	sll0995	0.29364	0
psrr1	sll1058	0.29364	0
psrr1	sll1663	0.29364	0
psrr1	sll1865	0.29364	0
psrr1	slr0115	0.29364	0
psrr1	slr1946	0.29364	0
isar1	sll1625	0.29223	0
isar1	slr1653	0.29223	0
psrr1	sll1818	0.29223	0
psrr1	slr0686	0.29223	0
isar1	sll1656	0.29083	0
isar1	slr0080	0.29083	0
isar1	slr0373	0.29083	0
isar1	slr0575	0.29083	0
isar1	slr0662	0.29083	0
isar1	slr0794	0.29083	0
isar1	slr1100	0.29083	0
psrr1	sll1307	0.29083	0
psrr1	sll1911	0.29083	0
psrr1	slr0702	0.29083	0
psrr1	slr1235	0.29083	0
psrr1	slr1645	0.29083	0
psrr1	slr1800	0.29083	0
psrr1	slr1982	0.29083	0
psrr1	slr2076	0.29083	0
isar1	slr1181	0.28942	0
isar1	slr1457	0.28942	0
isar1	ssl2162	0.28942	0
psrr1	sll0380	0.28942	0
psrr1	sll0546	0.28942	0
psrr1	slr0053	0.28942	0
psrr1	slr0092	0.28942	0
isar1	sll0640	0.28802	0
isar1	sll1205	0.28802	0
isar1	sll1654	0.28802	0
isar1	sll1710	0.28802	0
isar1	sll1853	0.28802	0
isar1	slr0582	0.28802	0
isar1	slr1590	0.28802	0
isar1	slr1618	0.28802	0
isar1	sml0002	0.28802	0
psrr1	sll1744	0.28802	0
psrr1	sll1837	0.28802	0
psrr1	slr0168	0.28802	0
psrr1	slr1623	0.28802	0
psrr1	slr2067	0.28802	0
psrr1	ssl3436	0.28802	0
psrr1	ssl3446	0.28802	0
isar1	sll1219	0.28662	0
isar1	sll1498	0.28662	0
isar1	sll1956	0.28662	0
isar1	slr0914	0.28662	0
isar1	slr1706	0.28662	0
isar1	slr1876	0.28662	0
isar1	slr2080	0.28662	0
psrr1	sll0832	0.28662	0
psrr1	slr0343	0.28662	0
psrr1	slr2128	0.28662	0
isar1	sll0080	0.28523	0
isar1	sll0195	0.28523	0
isar1	sll1129	0.28523	0
isar1	sll1979	0.28523	0
isar1	sll2002	0.28523	0
isar1	sll2013	0.28523	0
isar1	slr0053	0.28523	0
isar1	slr0493	0.28523	0
isar1	slr1278	0.28523	0
isar1	slr1636	0.28523	0
isar1	ssl3692	0.28523	0
psrr1	sll0372	0.28523	0
psrr1	sll1742	0.28523	0
psrr1	slr1501	0.28523	0
psrr1	slr1829	0.28523	0
isar1	sll0896	0.28383	0
isar1	sll1006	0.28383	0
isar1	slr0082	0.28383	0
isar1	slr0165	0.28383	0
isar1	slr1050	0.28383	0
isar1	slr1213	0.28383	0
isar1	slr1456	0.28383	0
psrr1	sll0704	0.28383	0
psrr1	sll1110	0.28383	0
psrr1	sll1174	0.28383	0
isar1	sll0584	0.28244	0
isar1	sll1450	0.28244	0
isar1	slr1130	0.28244	0
isar1	ssl3291	0.28244	0
psrr1	sll0498	0.28244	0
psrr1	slr0589	0.28244	0
psrr1	slr0990	0.28244	0
isar1	sll0185	0.28105	0
isar1	sll0298	0.28105	0
isar1	sll0470	0.28105	0
isar1	sll0786	0.28105	0
isar1	sll1508	0.28105	0
isar1	sll1749	0.28105	0
isar1	sll2014	0.28105	0
isar1	ssr2078	0.28105	0
psrr1	sll0680	0.28105	0
psrr1	sll1845	0.28105	0
psrr1	slr0021	0.28105	0
psrr1	slr1093	0.28105	0
psrr1	slr1761	0.28105	0
psrr1	slr2141	0.28105	0
isar1	sll0271	0.27966	0
isar1	sll0781	0.27966	0
isar1	sll1260	0.27966	0
isar1	sll1535	0.27966	0
isar1	slr1225	0.27966	0
isar1	slr1768	0.27966	0
isar1	slr2032	0.27966	0
isar1	sll0575	0.27827	0
isar1	sll1414	0.27827	0
isar1	slr0776	0.27827	0
isar1	slr0845	0.27827	0
psrr1	sll0144	0.27827	0
psrr1	sll0584	0.27827	0
psrr1	slr1692	0.27827	0
psrr1	ssl2501	0.27827	0
isar1	sll1475	0.27689	0
isar1	slr1247	0.27689	0
isar1	slr2035	0.27689	0
psrr1	slr0806	0.27689	0
psrr1	ssl2420	0.27689	0
isar1	sll0107	0.27551	0
isar1	sll1131	0.27551	0
isar1	sll1156	0.27551	0
isar1	slr1984	0.27551	0
psrr1	sll0733	0.27551	0
psrr1	slr0957	0.27551	0
psrr1	slr1440	0.27551	0
psrr1	slr1791	0.27551	0
psrr1	ssr2803	0.27551	0
isar1	sll0048	0.27413	0
isar1	slr1738	0.27413	0
psrr1	sll0044	0.27413	0
psrr1	sll0931	0.27413	0
psrr1	sll1239	0.27413	0
psrr1	sll1686	0.27413	0
psrr1	sll1965	0.27413	0
psrr1	sll2012	0.27413	0
psrr1	slr0569	0.27413	0
psrr1	slr0948	0.27413	0
psrr1	ssl2148	0.27413	0
psrr1	ssr3129	0.27413	0
isar1	sll0529	0.27275	0
isar1	sll1454	0.27275	0
isar1	sll1709	0.27275	0
isar1	slr1588	0.27275	0
psrr1	sll1132	0.27275	0
psrr1	sll1606	0.27275	0
psrr1	sll1609	0.27275	0
psrr1	sll1766	0.27275	0
psrr1	ssl0769	0.27275	0
isar1	sll0335	0.27138	0
isar1	sll0817	0.27138	0
isar1	sll1350	0.27138	0
isar1	slr1255	0.27138	0
psrr1	sll0785	0.27138	0
psrr1	sll1400	0.27138	0
psrr1	sll1562	0.27138	0
psrr1	slr1450	0.27138	0
psrr1	slr1899	0.27138	0
psrr1	ssr2153	0.27138	0
isar1	slr1877	0.27001	0
isar1	slr1933	0.27001	0
psrr1	slr0319	0.27001	0
psrr1	slr0526	0.27001	0
psrr1	slr0527	0.27001	0
psrr1	slr1343	0.27001	0
psrr1	ssr2551	0.27001	0
isar1	slr0294	0.26864	0
isar1	slr1378	0.26864	0
isar1	slr1568	0.26864	0
isar1	slr1977	0.26864	0
isar1	ssr3451	0.26864	1
psrr1	sll0508	0.26864	0
isar1	sll0183	0.26727	0
isar1	sll1277	0.26727	0
isar1	sll1750	0.26727	0
psrr1	sll1620	0.26727	0
psrr1	slr0423	0.26727	0
isar1	sll0624	0.2659	0
isar1	sll1666	0.2659	0
isar1	sll1863	0.2659	0
isar1	slr0775	0.2659	0
psrr1	sll1466	0.2659	0
psrr1	sll1956	0.2659	0
psrr1	slr0821	0.2659	0
psrr1	slr0921	0.2659	0
isar1	sll0395	0.26454	0
isar1	slr0346	0.26454	0
isar1	slr1253	0.26454	0
isar1	slr1327	0.26454	0
isar1	slr1896	0.26454	0
psrr1	sll0900	0.26454	0
psrr1	sll1384	0.26454	0
psrr1	sll1921	0.26454	0
psrr1	slr0438	0.26454	0
psrr1	slr2024	0.26454	0
isar1	sll1680	0.26318	0
isar1	sll1740	0.26318	0
isar1	sll1761	0.26318	0
psrr1	sll0198	0.26318	0
psrr1	slr0789	0.26318	0
psrr1	slr1236	0.26318	0
psrr1	slr1767	0.26318	0
psrr1	slr1864	0.26318	0
psrr1	slr1897	0.26318	0
psrr1	slr1958	0.26318	0
psrr1	slr1994	0.26318	0
isar1	sll0309	0.26182	0
isar1	sll0843	0.26182	0
isar1	sll1768	0.26182	0
isar1	slr0688	0.26182	0
isar1	slr1573	0.26182	0
isar1	ssl2920	0.26182	0
isar1	ssr2723	0.26182	0
psrr1	sll0676	0.26182	0
isar1	sll0480	0.26047	0
isar1	sll0682	0.26047	0
isar1	slr0623	0.26047	0
isar1	slr1350	0.26047	0
isar1	ssr2062	0.26047	0
psrr1	sll0572	0.26047	0
psrr1	sll0659	0.26047	0
psrr1	sll1430	0.26047	0
isar1	sll1696	0.25912	0
isar1	slr0549	0.25912	0
isar1	ssr2754	0.25912	0
psrr1	slr0812	0.25912	0
isar1	sll0282	0.25777	0
isar1	sll0691	0.25777	0
isar1	sll1154	0.25777	0
isar1	sll1671	0.25777	0
isar1	slr0496	0.25777	0
isar1	slr1250	0.25777	0
isar1	slr1266	0.25777	0
isar1	slr1675	0.25777	0
psrr1	sll0400	0.25777	0
psrr1	sll2011	0.25777	0
psrr1	slr0474	0.25777	0
psrr1	slr1189	0.25777	0
psrr1	slr1666	0.25777	0
psrr1	ssl0259	0.25777	0
isar1	sll1579	0.25642	0
isar1	slr1342	0.25642	0
psrr1	sll1693	0.25642	0
psrr1	ssr2723	0.25642	0
isar1	sll0847	0.25508	0
isar1	sll1057	0.25508	0
isar1	slr0019	0.25508	0
isar1	slr0604	0.25508	0
psrr1	sll0649	0.25508	0
psrr1	sll0777	0.25508	0
psrr1	slr0294	0.25508	0
isar1	slr0251	0.25373	0
isar1	slr1197	0.25373	0
isar1	slr1204	0.25373	0
isar1	slr2136	0.25373	0
psrr1	sll0838	0.25373	0
psrr1	slr0447	0.25373	0
psrr1	slr0924	0.25373	0
psrr1	slr1267	0.25373	0
psrr1	slr1658	0.25373	0
psrr1	ssl2559	0.25373	0
psrr1	ssl2781	0.25373	0
isar1	sll0260	0.25239	0
isar1	sll0520	0.25239	0
isar1	sll1217	0.25239	0
isar1	slr0267	0.25239	0
isar1	slr1906	0.25239	0
psrr1	sll0742	0.25239	0
psrr1	sll1061	0.25239	0
psrr1	sll1954	0.25239	0
psrr1	slr0240	0.25239	0
isar1	slr0947	0.25106	0
psrr1	sll0406	0.25106	0
psrr1	sll1472	0.25106	0
psrr1	sll1534	0.25106	0
psrr1	sll1695	0.25106	0
isar1	slr0172	0.24972	0
isar1	slr0210	0.24972	0
isar1	slr0418	0.24972	0
isar1	slr1166	0.24972	0
isar1	slr1251	0.24972	0
isar1	slr1454	0.24972	0
isar1	slr1540	0.24972	0
isar1	slr2071	0.24972	0
psrr1	sll0039	0.24972	0
psrr1	sll0241	0.24972	0
psrr1	sll0310	0.24972	0
psrr1	sll1383	0.24972	0
psrr1	slr0522	0.24972	0
psrr1	slr1544	0.24972	0
isar1	sll0238	0.24839	0
isar1	sll0424	0.24839	0
isar1	sll0928	0.24839	0
isar1	sll1784	0.24839	0
isar1	slr0021	0.24839	0
isar1	slr0457	0.24839	0
isar1	ssr2831	0.24839	0
psrr1	slr0388	0.24839	0
psrr1	ssr0759	0.24839	0
isar1	sll0243	0.24706	0
isar1	sll0383	0.24706	0
isar1	sll1426	0.24706	0
isar1	slr0065	0.24706	0
isar1	slr0537	0.24706	0
isar1	slr0737	0.24706	0
isar1	slr1664	0.24706	0
isar1	slr1672	0.24706	0
psrr1	sll0449	0.24706	0
psrr1	slr1209	0.24706	0
psrr1	ssl0452	0.24706	0
isar1	sll1188	0.24574	0
isar1	sll1791	0.24574	0
psrr1	sll0359	0.24574	0
psrr1	slr1407	0.24574	0
isar1	sll1734	0.24442	0
isar1	slr0421	0.24442	0
isar1	slr0789	0.24442	0
isar1	ssl0788	0.24442	0
isar1	ssl1507	0.24442	0
psrr1	sll0413	0.24442	0
psrr1	sll1735	0.24442	0
psrr1	sll1898	0.24442	0
isar1	sll1107	0.2431	0
isar1	sll1433	0.2431	0
isar1	slr2078	0.2431	0
psrr1	sll0018	0.2431	0
psrr1	sll1161	0.2431	0
psrr1	sll1293	0.2431	0
psrr1	slr1082	0.2431	0
psrr1	slr1814	0.2431	0
isar1	sll0144	0.24178	0
isar1	sll1679	0.24178	0
isar1	slr1851	0.24178	0
isar1	slr2057	0.24178	0
psrr1	sll0540	0.24178	0
psrr1	sll0645	0.24178	0
psrr1	slr1291	0.24178	0
psrr1	ssl1784	0.24178	0
psrr1	ssr0536	0.24178	0
isar1	sll1051	0.24046	0
isar1	slr0808	0.24046	0
isar1	slr1902	0.24046	0
isar1	slr1903	0.24046	0
isar1	ssr3122	0.24046	0
psrr1	sll1867	0.24046	0
psrr1	slr1311	0.24046	0
psrr1	slr1318	0.24046	0
isar1	sll1636	0.23915	0
isar1	sll1766	0.23915	0
isar1	slr1101	0.23915	0
isar1	slr1492	0.23915	0
isar1	slr1852	0.23915	0
psrr1	sll1785	0.23915	0
psrr1	slr0865	0.23915	0
psrr1	slr2057	0.23915	0
isar1	sll1261	0.23784	0
isar1	slr0526	0.23784	0
psrr1	slr0150	0.23784	0
psrr1	slr1656	0.23784	0
isar1	slr0525	0.23654	0
isar1	slr0725	0.23654	0
isar1	slr1047	0.23654	0
isar1	slr1787	0.23654	0
isar1	ssr3532	0.23654	0
psrr1	sll0754	0.23654	0
psrr1	sll1030	0.23654	0
psrr1	ssl3580	0.23654	0
isar1	sll0869	0.23523	0
isar1	sll1045	0.23523	0
isar1	slr0315	0.23523	0
isar1	slr0574	0.23523	0
isar1	slr1273	0.23523	0
psrr1	sll1129	0.23523	0
psrr1	slr0039	0.23523	0
psrr1	slr0058	0.23523	0
psrr1	slr0981	0.23523	0
psrr1	slr1907	0.23523	0
isar1	sll1714	0.23393	0
isar1	slr0303	0.23393	0
isar1	slr0402	0.23393	0
isar1	slr0624	0.23393	0
isar1	slr1613	0.23393	0
isar1	ssr2786	0.23393	0
psrr1	slr0602	0.23393	0
psrr1	slr1537	0.23393	0
psrr1	slr2012	0.23393	0
psrr1	ssr3000	0.23393	0
isar1	sll0554	0.23264	0
isar1	sll0755	0.23264	0
isar1	sll0775	0.23264	0
isar1	sll1063	0.23264	0
isar1	sll1755	0.23264	0
isar1	slr0299	0.23264	0
isar1	slr0678	0.23264	0
isar1	slr2114	0.23264	0
psrr1	sll0685	0.23264	0
psrr1	ssl0601	0.23264	0
psrr1	ssr0349	0.23264	0
isar1	sll0649	0.23134	0
psrr1	slr1822	0.23134	0
psrr1	slr2094	0.23134	0
psrr1	ssr0332	0.23134	0
psrr1	ssr3402	0.23134	0
isar1	slr1051	0.23005	0
isar1	slr1571	0.23005	0
psrr1	ssl0242	0.23005	0
isar1	sll0244	0.22876	0
isar1	sll0574	0.22876	0
isar1	sll0898	0.22876	0
isar1	sll1767	0.22876	0
psrr1	slr1818	0.22876	0
psrr1	ssr1513	0.22876	0
isar1	sll0405	0.22748	0
isar1	sll1194	0.22748	0
isar1	sll1994	0.22748	0
psrr1	sll1938	0.22748	0
psrr1	slr1216	0.22748	0
isar1	sll0473	0.2262	0
isar1	slr0257	0.2262	0
isar1	slr0586	0.2262	0
isar1	slr0599	0.2262	0
isar1	slr1964	0.2262	0
psrr1	sll0402	0.2262	0
psrr1	sll1834	0.2262	0
isar1	sll1813	0.22492	0
isar1	slr0423	0.22492	0
isar1	slr1442	0.22492	0
isar1	ssr3129	0.22492	0
psrr1	sll0070	0.22492	0
psrr1	sll0803	0.22492	0
psrr1	slr0299	0.22492	0
psrr1	slr0743a	0.22492	0
isar1	sll1304	0.22364	0
isar1	sll1342	0.22364	0
isar1	slr1763	0.22364	0
isar1	slr2072	0.22364	0
psrr1	sll0547	0.22364	0
psrr1	slr0084	0.22364	0
psrr1	slr0171	0.22364	0
psrr1	slr0701	0.22364	0
isar1	sll1763	0.22237	0
isar1	ssr1736	0.22237	0
psrr1	sll0042	0.22237	0
psrr1	sll1191	0.22237	0
psrr1	sll1223	0.22237	0
psrr1	slr0262	0.22237	0
psrr1	slr0619	0.22237	0
psrr1	slr0920	0.22237	0
