sRNA	mRNA	CopraRNA_Score	Class
mcas	yhbp	0.94279	0
glmz	ybat	0.94278	0
mica	nudb	0.94278	0
rybb	ynfb	0.94278	0
mica	ytfq	0.94277	0
cyar	entb	0.94276	0
ryhb	gpmm	0.94276	0
arcz	nuom	0.94275	0
arcz	torc	0.94275	0
glmz	xylf	0.94275	0
sgrs	glpg	0.94274	0
istr	frwb	0.94273	0
arcz	ecnb	0.94272	0
arcz	kdgt	0.94272	0
rpra	nupx	0.94272	0
mcas	csra	0.94271	0
arcz	flic	0.9427	0
omrb	waaq	0.9427	0
rpra	mfd	0.9427	0
istr	fepg	0.94268	0
istr	yeao	0.94268	0
oxys	ydik	0.94268	0
rybb	ucpa	0.94268	0
rydc	mode	0.94268	0
spf	matp	0.94268	0
sgrs	yafe	0.94267	0
arcz	yfdp	0.94266	0
micc	hypb	0.94266	0
gcvb	yedj	0.94265	0
oxys	cyoa	0.94264	0
rydc	ytfp	0.94264	0
ryhb	mdlb	0.94261	0
glmz	sera	0.9426	0
omrb	iscr	0.9426	0
spf	muth	0.9426	0
mcas	plsc	0.94258	0
rsex	fadj	0.94257	0
chix	ybba	0.94256	0
mica	yhev	0.94256	0
rsex	sdhc	0.94256	0
dsra	chez	0.94254	0
arcz	msba	0.94252	0
omra	fola	0.94251	0
omrb	hemh	0.9425	0
ryhb	tola	0.9425	0
sgrs	ybhh	0.9425	0
fnrs	tatd	0.94249	0
istr	yhfa	0.94249	0
oxys	lhgo	0.94249	0
micc	vsr	0.94247	0
micf	iles	0.94247	0
cyar	ynib	0.94246	0
omra	entf	0.94246	0
dsra	yaia	0.94245	0
glmz	bass	0.94245	0
micc	yncg	0.94245	0
omrb	folc	0.94245	0
ryhb	sdab	0.94245	0
fnrs	phoh	0.94244	0
rpra	rluc	0.94244	0
omra	dcus	0.9424	0
rpra	lpta	0.94239	0
fnrs	sped	0.94238	0
mcas	rep	0.94238	0
rybb	napc	0.94236	0
rybb	yggf	0.94236	0
arcz	yhfg	0.94234	0
ryhb	ogrk	0.94233	0
mica	yqef	0.94231	0
arcz	ruvc	0.9423	0
gcvb	pepe	0.9423	0
glmz	flii	0.94229	0
glmz	grxa	0.94229	0
rsex	cobc	0.94229	0
spf	yggr	0.94229	0
fnrs	hfq	0.94228	0
oxys	asnc	0.94228	0
omra	yjjb	0.94227	0
rpra	yjjq	0.94227	0
fnrs	rnd	0.94226	0
mcas	yeak	0.94225	0
spf	ptsh	0.94225	0
fnrs	yfgj	0.94224	0
istr	treb	0.94224	0
ryhb	hycd	0.94224	0
spf	fes	0.94223	0
rsex	rzpd	0.94222	0
chix	yihw	0.94221	0
chix	ynce	0.94221	0
rpra	cnu	0.94221	0
rsex	trmj	0.94221	0
cyar	yhjj	0.9422	0
istr	intd	0.9422	0
mica	syd	0.9422	0
omra	rhsb	0.9422	0
fnrs	rssb	0.94218	0
mica	uvrd	0.94217	0
rpra	parc	0.94215	0
mica	trpd	0.94214	0
omrb	potg	0.94214	0
rybb	srka	0.94214	0
spf	yebw	0.94213	0
micf	nudb	0.94211	0
ryhb	glgx	0.94211	0
cyar	pata	0.9421	0
dsra	yger	0.9421	0
gcvb	cuss	0.9421	0
glmz	csgb	0.9421	0
rybb	yfgj	0.9421	0
istr	gspd	0.94209	0
oxys	yodc	0.94209	0
spf	tag	0.94208	0
mica	ypdc	0.94207	0
ryhb	alas	0.94207	0
istr	grol	0.94205	0
mcas	treb	0.94205	0
rybb	gcvt	0.94205	0
cyar	yphg	0.94204	0
fnrs	manz	0.94204	0
oxys	prov	0.94203	0
cyar	waaq	0.94202	0
sgrs	lipb	0.94201	0
rydc	yohf	0.942	0
oxys	sdhc	0.94199	0
glmz	nana	0.94198	0
glmz	ygbi	0.94193	0
istr	ybcm	0.94193	0
gcvb	rplp	0.94192	0
rybb	ldtd	0.94192	0
mica	coda	0.9419	0
gcvb	lsrf	0.94188	0
micf	ybdj	0.94187	0
cyar	yaho	0.94186	0
cyar	yajr	0.94186	0
mica	yecn	0.94186	0
rybb	emra	0.94186	0
omrb	yqfb	0.94185	0
arcz	alsr	0.94184	0
arcz	lldr	0.94184	0
fnrs	dedd	0.94184	0
micf	kdud	0.94184	0
sgrs	frr	0.94184	0
glmz	kdgr	0.94183	0
rpra	gsib	0.94182	0
spf	gsta	0.94182	0
rsex	ppta	0.94181	0
chix	yjhc	0.9418	0
micc	mdtj	0.9418	0
arcz	hemb	0.94178	0
cyar	ppdb	0.94177	0
sgrs	args	0.94176	0
spf	rcsb	0.94176	0
rpra	ycha	0.94175	0
glmz	ents	0.94174	0
mica	zapb	0.94174	0
omra	nant	0.94174	0
spf	ybgp	0.94174	0
rpra	yhbe	0.94173	0
micf	metr	0.94172	0
fnrs	nadk	0.94171	0
mica	htpx	0.9417	0
sgrs	artj	0.9417	0
fnrs	pppa	0.94169	0
mica	yadh	0.94169	0
rydc	ggt	0.94168	0
sgrs	frvx	0.94168	0
spf	gpma	0.94168	0
rpra	thig	0.94167	0
oxys	arfa	0.94166	0
mica	ydjz	0.94165	0
mica	yeib	0.94165	0
rybb	leuc	0.94165	0
mcas	grxb	0.94164	0
micf	cysn	0.94164	0
spf	arna	0.94164	0
arcz	yjch	0.94162	0
mica	cuss	0.94162	0
dsra	yfgj	0.94161	0
mcas	adep	0.9416	0
rpra	rhar	0.9416	0
fnrs	yobf	0.94159	0
dsra	stpa	0.94158	0
rsex	zapb	0.94158	0
sgrs	yjfl	0.94158	0
fnrs	arsr	0.94156	0
istr	mela	0.94155	0
gcvb	yhht	0.94152	0
ryhb	ftsn	0.94152	0
spf	hola	0.94151	0
mica	ygbi	0.9415	0
gcvb	yihi	0.94149	0
mcas	phnk	0.94149	0
micf	lptd	0.94149	0
mica	bcsc	0.94148	0
oxys	yhfa	0.94145	0
cyar	queg	0.94144	0
rpra	yjhc	0.94143	0
omrb	yciv	0.94142	0
dsra	pykf	0.9414	0
rpra	yjik	0.9414	0
sgrs	yccu	0.9414	0
istr	feoa	0.94139	0
dsra	gspg	0.94138	0
fnrs	nagb	0.94137	0
chix	yhhs	0.94136	0
rsex	yfez	0.94136	0
fnrs	pfla	0.94135	0
omra	tonb	0.94135	0
omra	cusa	0.94134	0
rsex	clpa	0.94134	0
dsra	htre	0.94133	0
micc	uhpc	0.94133	0
micc	lpxl	0.94132	0
mica	nikd	0.94131	0
arcz	intd	0.94129	0
chix	yede	0.94129	0
cyar	dsrb	0.94128	0
rpra	rffh	0.94128	0
chix	rplp	0.94126	0
istr	pbpc	0.94126	0
rybb	gspf	0.94126	0
glmz	wcac	0.94125	0
rsex	muth	0.94125	0
oxys	ybdd	0.94123	0
gcvb	flik	0.94122	0
micc	flig	0.94122	0
sgrs	artm	0.94122	0
gcvb	glnq	0.94121	0
spf	purh	0.94121	0
arcz	fabb	0.9412	0
mcas	cynt	0.9412	0
mica	topb	0.9412	0
omrb	can	0.9412	0
cyar	yihl	0.94119	0
micc	chba	0.94118	0
rybb	ebgr	0.94118	0
fnrs	yhhn	0.94117	0
omrb	pncb	0.94117	0
arcz	yidc	0.94116	0
dsra	sodc	0.94116	0
gcvb	yfch	0.94116	0
glmz	ddpa	0.94116	0
rydc	trmj	0.94116	0
istr	yehi	0.94115	0
arcz	yafl	0.94114	0
rpra	yadg	0.94114	0
rybb	ycad	0.94114	0
spf	leus	0.94113	0
mcas	rfah	0.94112	0
micc	alsk	0.94112	0
rpra	taba	0.94112	0
micc	cobt	0.94111	0
arcz	ribe	0.9411	0
gcvb	pdxy	0.9411	0
rpra	deod	0.9411	0
rybb	gpp	0.94109	0
omra	rpon	0.94108	0
rybb	dnae	0.94108	0
sgrs	qmca	0.94108	0
dsra	yccj	0.94107	0
micf	prkb	0.94107	0
gcvb	apag	0.94106	0
istr	psif	0.94106	0
dsra	spee	0.94105	0
mica	ybba	0.94105	0
omrb	rara	0.94105	0
chix	appy	0.94104	0
fnrs	cadc	0.94104	0
chix	fadi	0.94103	0
cyar	dnat	0.94103	0
cyar	ybeu	0.94103	0
istr	fic	0.941	0
mica	ycjx	0.941	0
rpra	prpr	0.94099	0
rybb	thil	0.94099	0
chix	exox	0.94097	0
omrb	fryb	0.94095	0
rpra	proc	0.94095	0
chix	cysd	0.94094	0
rpra	yhdp	0.94093	0
sgrs	nary	0.94093	0
omra	ybch	0.94092	0
oxys	yhdu	0.9409	0
rybb	yaiy	0.9409	0
glmz	hisp	0.94089	0
mcas	thik	0.94089	0
sgrs	yech	0.94089	0
chix	alae	0.94088	0
dsra	yihi	0.94088	0
gcvb	raia	0.94087	0
omra	loip	0.94087	0
cyar	cusc	0.94086	0
mica	metf	0.94085	0
dsra	yaji	0.94083	0
sgrs	yfca	0.94083	0
cyar	pare	0.94082	0
fnrs	phor	0.94082	0
glmz	tola	0.94082	0
glmz	qseb	0.94079	0
cyar	kdpc	0.94078	0
dsra	ghxp	0.94077	0
omra	nrde	0.94077	0
rsex	pqib	0.94077	0
rybb	thip	0.94077	0
rybb	yfch	0.94075	0
sgrs	ldtc	0.94075	0
spf	ycgm	0.94075	0
rsex	yidl	0.94074	0
arcz	meni	0.94073	0
dsra	yfcl	0.94073	0
omrb	ribe	0.94071	0
omra	frc	0.9407	0
chix	aroa	0.94069	0
micc	lpla	0.94069	0
omrb	ycii	0.94069	0
rydc	ysaa	0.94069	0
ryhb	tyrs	0.94068	0
sgrs	entb	0.94068	0
arcz	glnk	0.94066	0
mcas	muke	0.94066	0
cyar	murd	0.94063	0
micc	ycgb	0.94063	0
chix	sgbe	0.94062	0
omra	uidc	0.94062	0
chix	yoab	0.94061	0
sgrs	dosp	0.94061	0
mica	mhpt	0.9406	0
gcvb	pand	0.94059	0
chix	yhbt	0.94057	0
mcas	nanm	0.94057	0
sgrs	dusa	0.94057	0
chix	speg	0.94055	0
mcas	ybjt	0.94055	0
rydc	eutb	0.94054	0
omrb	setb	0.94053	0
spf	tyrb	0.94052	0
oxys	pgpb	0.94051	0
sgrs	der	0.94051	0
rpra	quec	0.9405	0
arcz	serc	0.94048	0
rpra	efeo	0.94048	0
omrb	fabd	0.94047	0
ryhb	sspa	0.94047	0
glmz	ybga	0.94045	0
omrb	ybjt	0.94045	0
rybb	pine	0.94045	0
sgrs	cutc	0.94045	0
spf	xylg	0.94045	0
istr	yqia	0.94044	0
mica	hype	0.94044	0
cyar	yhbw	0.94043	0
mcas	ygcu	0.94043	0
omrb	satp	0.94043	0
spf	pspd	0.94043	0
arcz	potg	0.94041	0
micf	moad	0.94041	0
mica	ftsw	0.9404	0
omrb	sana	0.94039	0
rydc	glms	0.94038	0
istr	gark	0.94037	0
chix	mdlb	0.94036	0
dsra	hofc	0.94036	0
gcvb	lexa	0.94036	0
rybb	ydbj	0.94036	0
sgrs	efp	0.94036	0
spf	puub	0.94036	0
chix	ybfa	0.94035	0
fnrs	arop	0.94035	0
fnrs	rluc	0.94034	0
omrb	ccmb	0.94034	0
mica	aroa	0.94033	0
rydc	nuoe	0.94033	0
sgrs	dcrb	0.94032	0
gcvb	sdia	0.9403	0
spf	clcb	0.9403	0
rsex	mltc	0.94028	0
omrb	puub	0.94027	0
spf	ytfh	0.94027	0
glmz	hokd	0.94026	0
arcz	chbr	0.94025	0
arcz	nlpi	0.94025	0
gcvb	yhhy	0.94025	0
micc	glpe	0.94025	0
oxys	ubie	0.94025	0
cyar	caif	0.94024	0
arcz	argp	0.94023	0
micf	gyrb	0.94023	0
istr	thii	0.94022	0
mcas	meth	0.94022	0
gcvb	hisf	0.9402	0
mica	feoc	0.9402	0
spf	yfcj	0.9402	0
spf	yfcz	0.9402	0
oxys	flk	0.94019	0
mica	rhsd	0.94018	0
micf	yadi	0.94016	0
mica	pcm	0.94015	0
gcvb	gyra	0.94013	0
rybb	ygce	0.94013	0
fnrs	ssb	0.94012	0
omrb	riml	0.94012	0
micc	yacg	0.94011	0
rydc	yiht	0.94009	0
arcz	eutm	0.94008	0
glmz	arfa	0.94007	0
micf	grxd	0.94007	0
omrb	uxab	0.94007	0
mica	yeby	0.94006	0
rybb	arca	0.94005	0
gcvb	idnr	0.94004	0
micc	hslr	0.94004	0
omrb	argg	0.94004	0
oxys	yqha	0.94004	0
fnrs	csgf	0.94003	0
cyar	yhii	0.94002	0
micc	yeja	0.94002	0
micf	chea	0.94002	0
omra	enth	0.94002	0
spf	bcsg	0.94002	0
chix	thie	0.94	0
cyar	enta	0.94	0
glmz	ychn	0.94	0
mica	yeez	0.94	0
micc	fabg	0.93999	0
omra	ompl	0.93999	0
omrb	rhtb	0.93998	0
omrb	yfhr	0.93997	0
rybb	msba	0.93997	0
dsra	yedp	0.93995	0
rpra	ycik	0.93995	0
mica	flih	0.93994	0
rsex	sbp	0.93994	0
gcvb	recx	0.93993	0
micf	rne	0.93992	0
arcz	dmsc	0.9399	0
rybb	yfcq	0.9399	0
cyar	cydc	0.93988	0
rybb	bepa	0.93988	0
sgrs	hypf	0.93988	0
cyar	eutp	0.93987	0
spf	ydje	0.93987	0
arcz	yijd	0.93986	0
mcas	prow	0.93986	0
omrb	ygif	0.93986	0
rsex	ygcq	0.93986	0
sgrs	bcsc	0.93986	0
mcas	ydhi	0.93985	0
arcz	phnl	0.93984	0
istr	sped	0.93982	0
istr	fadi	0.9398	0
micc	minc	0.9398	0
cyar	yobd	0.93979	0
micc	rpib	0.93979	0
ryhb	nagk	0.93979	0
sgrs	putp	0.93978	0
istr	ydcs	0.93976	0
mica	ydjh	0.93976	0
arcz	trmi	0.93973	0
mcas	glsb	0.93973	0
omra	amib	0.93972	0
omrb	yegw	0.93972	0
ryhb	ftsx	0.93972	0
omra	poxb	0.93971	0
omrb	cmk	0.93971	0
glmz	hypb	0.93966	0
rpra	leua	0.93966	0
arcz	yafs	0.93965	0
spf	moac	0.93965	0
rydc	atpf	0.93964	0
cyar	lpte	0.93963	0
istr	rpph	0.93963	0
sgrs	ysab	0.93962	0
rpra	gabd	0.93961	0
sgrs	fold	0.93961	0
arcz	yeby	0.9396	0
dsra	ycbx	0.9396	0
mica	pqic	0.9396	0
rpra	yifl	0.9396	0
rybb	ydhw	0.93959	0
omrb	asnb	0.93958	0
oxys	csra	0.93958	0
rpra	insk	0.93958	0
fnrs	rapa	0.93956	0
omrb	rpse	0.93956	0
arcz	moca	0.93955	0
arcz	yghu	0.93955	0
chix	uspb	0.93955	0
cyar	hofo	0.93955	0
glmz	yahe	0.93955	0
mica	adk	0.93955	0
oxys	ydcj	0.93954	0
micc	hycd	0.93953	0
oxys	rplj	0.93952	0
omrb	cher	0.9395	0
cyar	yccu	0.93949	0
omra	yihl	0.93949	0
dsra	yajd	0.93948	0
mica	glca	0.93948	0
oxys	rsxa	0.93948	0
rybb	ygiv	0.93948	0
fnrs	rspb	0.93946	0
istr	cysh	0.93946	0
rybb	yacl	0.93946	0
chix	can	0.93944	0
glmz	efp	0.93944	0
omrb	fabh	0.93944	0
sgrs	yafc	0.93944	0
micf	yncg	0.93943	0
rpra	yggr	0.93941	0
rpra	yjag	0.93941	0
rsex	cyse	0.93941	0
cyar	entd	0.93939	0
dsra	glys	0.93939	0
glmz	pepb	0.93939	0
rybb	yddm	0.93939	0
omra	yfif	0.93938	0
fnrs	bcsb	0.93936	0
micf	tusa	0.93936	0
micc	cysp	0.93935	0
omrb	pept	0.93935	0
rpra	fola	0.93935	0
rpra	sgcc	0.93935	0
fnrs	ycao	0.93934	0
rpra	yafp	0.93934	0
rsex	rhmd	0.93934	0
sgrs	ygiw	0.93934	0
sgrs	folk	0.93933	0
istr	ftsl	0.93932	0
dsra	ycgl	0.93931	0
istr	ydbj	0.93929	0
arcz	xerc	0.93928	0
gcvb	yegd	0.93927	0
glmz	patd	0.93927	0
mcas	glpb	0.93927	0
mcas	cusc	0.93925	0
mica	kdsb	0.93925	0
ryhb	ynba	0.93925	0
mica	argb	0.93924	0
sgrs	yicc	0.93924	0
cyar	flie	0.93923	0
fnrs	ycic	0.93921	0
mcas	yfew	0.93921	0
sgrs	wcab	0.93921	0
micc	pfka	0.9392	0
rybb	heme	0.9392	0
spf	quea	0.9392	0
sgrs	dacb	0.93919	0
mcas	ilva	0.93917	0
micc	clsc	0.93917	0
micf	cca	0.93917	0
dsra	hycd	0.93915	0
mica	ydcs	0.93915	0
rpra	dtd	0.93914	0
cyar	sbcd	0.93913	0
omrb	ydhb	0.93913	0
rybb	fabb	0.93912	0
rpra	fabi	0.93911	0
fnrs	ypfg	0.9391	0
oxys	frwd	0.93909	0
rybb	tolb	0.93909	0
sgrs	mdla	0.93909	0
cyar	nth	0.93908	0
ryhb	yjdi	0.93907	0
chix	fic	0.93906	0
istr	mrcb	0.93906	0
micf	exbb	0.93906	0
arcz	ynfd	0.93905	0
arcz	purn	0.93904	0
cyar	rrrd	0.93903	0
ryhb	ubib	0.93903	0
omrb	fic	0.93902	0
rybb	pspb	0.93902	0
cyar	rpll	0.93901	0
fnrs	yciv	0.939	0
rybb	rpls	0.939	0
fnrs	isca	0.93899	0
rsex	flgm	0.93899	0
micc	alr	0.93898	0
fnrs	yaeh	0.93897	0
fnrs	yhev	0.93896	0
gcvb	yrai	0.93895	0
istr	yqcc	0.93895	0
rybb	eutb	0.93895	0
arcz	yohj	0.93894	0
glmz	rsec	0.93892	0
mcas	citd	0.93892	0
sgrs	bamc	0.93891	0
fnrs	yjin	0.9389	0
mica	nank	0.9389	0
spf	yjeo	0.9389	0
dsra	ydcz	0.93889	0
istr	yfcc	0.93889	0
micc	ydhl	0.93889	0
omrb	eutc	0.93889	0
micc	arca	0.93887	0
chix	yiab	0.93886	0
glmz	mukb	0.93885	0
spf	kdsb	0.93884	0
rybb	hpt	0.93883	0
istr	zntr	0.93882	0
cyar	ynfc	0.93881	0
mica	fepd	0.9388	0
sgrs	wcal	0.9388	0
spf	btue	0.9388	0
ryhb	cite	0.93879	0
rpra	many	0.93878	0
fnrs	glpe	0.93877	0
glmz	rusa	0.93877	0
ryhb	dtd	0.93877	0
sgrs	ygap	0.93877	0
micf	hisp	0.93876	0
rpra	hupa	0.93876	0
rsex	waaf	0.93876	0
omrb	exut	0.93875	0
oxys	ihfa	0.93875	0
fnrs	yfcq	0.93874	0
gcvb	puru	0.93874	0
rpra	yodc	0.93874	0
spf	yedf	0.93874	0
dsra	yicr	0.93873	0
cyar	arge	0.93872	0
mcas	phoq	0.9387	0
omra	opgg	0.9387	0
mcas	yhid	0.93869	0
omrb	yicl	0.93869	0
rpra	acra	0.93869	0
cyar	heme	0.93868	0
gcvb	tmk	0.93868	0
rybb	psd	0.93868	0
spf	yhjy	0.93867	0
dsra	rlme	0.93865	0
gcvb	rhas	0.93865	0
oxys	glnk	0.93865	0
rpra	tdk	0.93865	0
arcz	sohb	0.93864	0
omra	ypdk	0.93864	0
fnrs	galu	0.93862	0
mica	ccme	0.93862	0
rydc	psif	0.93862	0
mica	rlml	0.93861	0
micc	fada	0.93861	0
rsex	hemh	0.93861	0
oxys	tdcc	0.9386	0
omra	yadi	0.93859	0
mcas	ydhr	0.93858	0
sgrs	ydee	0.93857	0
glmz	gstb	0.93856	0
rybb	ybhr	0.93854	0
mica	tqsa	0.93852	0
oxys	ssb	0.93851	0
oxys	yebq	0.93851	0
fnrs	yqab	0.9385	0
fnrs	yeby	0.93849	0
mica	mtlr	0.93849	0
mcas	clsa	0.93848	0
fnrs	tory	0.93846	0
dsra	ung	0.93845	0
gcvb	ybeq	0.93845	0
omrb	ygjq	0.93845	0
oxys	nudj	0.93844	0
rpra	ilvb	0.93843	0
rybb	rpse	0.93843	0
fnrs	qorb	0.93842	0
omrb	wcaa	0.93842	0
spf	epma	0.93842	0
chix	ydhy	0.93841	0
arcz	ytjc	0.9384	0
omra	ybay	0.93838	0
istr	hofb	0.93837	0
cyar	kdud	0.93836	0
mcas	tesa	0.93836	0
gcvb	mnth	0.93835	0
omrb	hyci	0.93833	0
rydc	ynbe	0.93833	0
arcz	sodc	0.93831	0
dsra	flin	0.93831	0
sgrs	male	0.93831	0
fnrs	glrr	0.9383	0
rpra	cite	0.93828	0
rsex	marc	0.93828	0
istr	ycbu	0.93827	0
omrb	ycam	0.93826	0
rpra	sapa	0.93825	0
sgrs	quec	0.93825	0
rybb	ychq	0.93823	0
spf	thik	0.93823	0
arcz	pspg	0.93821	0
omra	asla	0.93821	0
gcvb	nade	0.9382	0
rpra	waaa	0.9382	0
rpra	gsha	0.93818	0
sgrs	azor	0.93818	0
fnrs	ybcl	0.93817	0
arcz	ding	0.93815	0
oxys	seta	0.93815	0
spf	mhpd	0.93814	0
arcz	tufa	0.93812	0
cyar	ycio	0.93812	0
dsra	ydhv	0.93812	0
mcas	ccme	0.93812	0
micf	yaer	0.93812	0
sgrs	yade	0.93812	0
omrb	loip	0.93809	0
rpra	mcrb	0.93808	0
sgrs	apha	0.93808	0
chix	rhlb	0.93807	0
micc	yiho	0.93807	0
micc	yjih	0.93806	0
mcas	gfcb	0.93805	0
omrb	mhpr	0.93804	0
cyar	slya	0.93803	0
oxys	yqjc	0.93803	0
omra	dam	0.93802	0
arcz	phnj	0.93801	0
cyar	ynfb	0.938	0
rpra	epma	0.938	0
rybb	hupb	0.938	0
spf	purt	0.938	0
rsex	bara	0.93799	0
fnrs	bamd	0.93797	0
omra	lpob	0.93795	0
dsra	yeea	0.93793	0
omra	ybhc	0.93792	0
sgrs	artq	0.93792	0
micc	pal	0.93791	0
spf	glnd	0.9379	0
glmz	ulaf	0.93789	0
sgrs	yifb	0.93789	0
gcvb	yiiq	0.93788	0
oxys	meth	0.93787	0
fnrs	ptsh	0.93786	0
fnrs	yohk	0.93786	0
spf	mana	0.93786	0
cyar	ilvy	0.93785	0
mica	rham	0.93784	0
omrb	proq	0.93784	0
rsex	narh	0.93784	0
gcvb	pabc	0.93783	0
cyar	yban	0.93782	0
cyar	yfew	0.93782	0
arcz	ispb	0.93779	0
omrb	yiab	0.93777	0
mcas	naru	0.93776	0
istr	frr	0.93775	0
dsra	thid	0.93774	0
mica	rsga	0.93773	0
dsra	xyla	0.93772	0
rydc	yjfk	0.93772	0
cyar	nade	0.93769	1
rpra	ccmh	0.93769	0
rydc	yejg	0.93769	0
sgrs	yeie	0.93768	0
istr	moac	0.93767	0
mica	atod	0.93767	0
micc	phet	0.93767	0
arcz	pppa	0.93766	0
rybb	kate	0.93764	0
rybb	meph	0.93764	0
rybb	folb	0.9376	0
sgrs	phop	0.9376	0
mica	acek	0.93759	0
omrb	amtb	0.93759	0
arcz	plsx	0.93758	0
cyar	usha	0.93758	0
gcvb	ygfi	0.93757	0
arcz	hfld	0.93756	0
cyar	hybe	0.93756	0
mcas	ldtb	0.93756	0
omra	eutn	0.93755	0
fnrs	ampe	0.93754	0
istr	yneg	0.93754	0
glmz	uxub	0.93753	0
omra	ynfd	0.93753	0
oxys	yiaf	0.93753	0
rpra	moba	0.93752	0
istr	yeig	0.93751	0
sgrs	arfb	0.9375	0
arcz	znta	0.93749	0
rybb	glpd	0.93749	0
oxys	ybeu	0.93748	0
rybb	tdh	0.93748	0
arcz	pgpb	0.93747	0
mica	ydik	0.93747	0
micc	rara	0.93747	0
rpra	fhub	0.93747	0
rydc	sdha	0.93747	0
cyar	fumb	0.93746	0
rybb	sufs	0.93746	0
mica	ldtd	0.93744	0
mica	sbcc	0.93744	0
micc	yebz	0.93744	0
oxys	tata	0.93744	0
istr	ahr	0.93743	0
rpra	rhsa	0.93743	0
glmz	fdog	0.93742	0
istr	cher	0.93742	0
istr	ygce	0.93742	0
mica	tort	0.93742	0
rpra	rpsp	0.93742	0
spf	fhuc	0.93741	0
gcvb	yjhi	0.9374	0
rsex	coda	0.9374	0
arcz	mreb	0.93739	0
mcas	ybdg	0.93739	0
rsex	dgoa	0.93739	0
rsex	phou	0.93739	0
rybb	creb	0.93739	0
cyar	ispu	0.93738	0
fnrs	chac	0.93738	0
rybb	rhar	0.93738	0
omrb	thic	0.93737	0
cyar	ybbo	0.93736	0
fnrs	yegu	0.93736	0
omra	yhcg	0.93736	0
omrb	pfkb	0.93736	0
sgrs	narj	0.93735	0
spf	sgcc	0.93735	0
mcas	fhla	0.93734	0
omrb	ytfl	0.93734	0
spf	yjfp	0.93733	0
fnrs	nupc	0.93732	0
omrb	seca	0.93731	0
rpra	yahd	0.9373	0
fnrs	ydgk	0.93729	0
gcvb	ybiy	0.93729	0
istr	hisa	0.93729	0
omra	tmk	0.93729	0
arcz	rhsa	0.93727	0
sgrs	waap	0.93727	0
oxys	yeez	0.93726	0
fnrs	glta	0.93725	0
istr	zape	0.93725	0
omra	ldtd	0.93725	0
dsra	nuoj	0.93724	0
oxys	yncj	0.93724	0
istr	hflk	0.93723	0
micc	yggx	0.93722	0
omrb	rpsb	0.93722	0
micf	atpe	0.93721	0
oxys	actp	0.93721	0
arcz	flil	0.9372	0
fnrs	purb	0.9372	0
rydc	fepb	0.9372	0
arcz	ilvi	0.93718	0
gcvb	flda	0.93718	0
dsra	rsma	0.93717	0
gcvb	mode	0.93717	0
ryhb	holb	0.93717	0
rpra	ydhw	0.93716	0
rsex	maly	0.93716	0
oxys	ccme	0.93715	0
rybb	mutl	0.93715	0
rybb	gsha	0.93713	0
sgrs	gpt	0.93713	0
arcz	fuck	0.93711	0
mica	hofc	0.93709	0
mica	sola	0.93709	0
rsex	ydag	0.93709	0
rsex	yiee	0.93709	0
fnrs	yraq	0.93708	0
mcas	leul	0.93708	0
mica	pdhr	0.93708	0
rybb	ecpd	0.93708	0
micf	chbr	0.93707	0
micf	ybgi	0.93705	0
oxys	pare	0.93705	0
rybb	ccmh	0.93705	0
spf	grol	0.93705	0
glmz	thra	0.93704	0
omra	glgx	0.93704	0
cyar	ihfa	0.93703	0
mica	gpr	0.93703	0
chix	yaeq	0.93701	0
mica	yibl	0.937	0
mica	dppf	0.93699	0
mica	prfb	0.93699	0
mica	sapa	0.93697	0
rpra	agas	0.93697	0
chix	ubid	0.93695	0
micc	sufd	0.93695	0
glmz	thrc	0.93694	0
spf	lrha	0.93694	0
mica	ybjs	0.93693	0
micc	lipa	0.93693	0
sgrs	mdth	0.93693	0
micf	ydiy	0.93692	0
omra	cara	0.93691	0
omrb	hyba	0.93691	0
gcvb	ydfg	0.93689	0
arcz	panc	0.93688	0
omra	bioh	0.93687	0
oxys	tatd	0.93687	0
rsex	thif	0.93687	0
dsra	ahpf	0.93686	0
rpra	dmla	0.93686	0
rybb	rlpa	0.93686	0
oxys	yggu	0.93685	0
dsra	secf	0.93683	0
glmz	malk	0.93683	0
mica	uspa	0.93683	0
fnrs	pyrg	0.93681	0
rpra	gltk	0.93681	0
glmz	glpb	0.9368	0
rpra	cyod	0.9368	0
gcvb	gudx	0.93679	0
omrb	yhco	0.93679	0
spf	rlud	0.93679	0
mica	trmj	0.93678	0
rpra	ascg	0.93678	0
mica	yhjj	0.93677	0
cyar	yhca	0.93676	0
mica	yjgm	0.93676	0
sgrs	umud	0.93676	0
rydc	sbma	0.93674	0
cyar	yehs	0.93673	0
omra	yfae	0.93672	0
glmz	gabt	0.93671	0
rybb	atpb	0.93671	0
rydc	cdh	0.93671	0
spf	nage	0.93671	0
arcz	dppd	0.9367	0
fnrs	chea	0.93669	0
micc	yjch	0.93669	0
cyar	ydcu	0.93668	0
sgrs	tufb	0.93668	0
istr	cara	0.93667	0
rpra	ecna	0.93667	0
arcz	mray	0.93665	0
gcvb	ycio	0.93665	0
mica	ilvm	0.93665	0
chix	yhhm	0.93664	0
rpra	yddm	0.93664	0
rybb	btud	0.93664	0
mcas	yiao	0.93663	0
mica	tsf	0.93663	0
istr	ilvd	0.93661	0
sgrs	ccme	0.93661	0
spf	topa	0.93661	0
ryhb	cspa	0.93659	0
ryhb	panf	0.93659	0
gcvb	gltp	0.93658	0
fnrs	nadd	0.93656	0
omrb	idi	0.93656	0
